Chromosome,Strand,Start,End,Methylation_Percentage,GeneName,Tissue,Length,Median_CG_Content
chr12,-,109787461,109787462,100,Random886,embryo,715,60.0
chr12,+,109787495,109787496,90,Random886,embryo,715,60.0
chr12,-,109787496,109787497,92,Random886,embryo,715,60.0
chr12,+,109787767,109787768,95,Random886,embryo,715,60.0
chr12,-,109787768,109787769,76,Random886,embryo,715,60.0
chr12,+,109787787,109787788,82,Random886,embryo,715,60.0
chr12,-,109787788,109787789,95,Random886,embryo,715,60.0
chr12,+,109787921,109787922,80,Random886,embryo,715,60.0
chr12,-,109787922,109787923,96,Random886,embryo,715,60.0
chr12,+,109787931,109787932,91,Random886,embryo,715,60.0
chr12,-,109787932,109787933,92,Random886,embryo,715,60.0
chr12,+,110312570,110312571,100,Random648,embryo,560,40.0
chr12,-,110312571,110312572,91,Random648,embryo,560,40.0
chr12,+,110312623,110312624,100,Random648,embryo,560,40.0
chr12,-,110312624,110312625,95,Random648,embryo,560,40.0
chr12,-,110312647,110312648,93,Random648,embryo,560,40.0
chr12,+,110312705,110312706,100,Random648,embryo,560,40.0
chr12,-,110312706,110312707,100,Random648,embryo,560,40.0
chr12,+,110312756,110312757,100,Random648,embryo,560,40.0
chr12,-,110312757,110312758,100,Random648,embryo,560,40.0
chr12,+,110312763,110312764,95,Random648,embryo,560,40.0
chr12,-,110312764,110312765,100,Random648,embryo,560,40.0
chr12,+,110312835,110312836,100,Random648,embryo,560,40.0
chr12,-,110312836,110312837,50,Random648,embryo,560,40.0
chr12,+,110312966,110312967,88,Random648,embryo,560,40.0
chr12,-,110312967,110312968,100,Random648,embryo,560,40.0
chr12,+,114050694,114050695,97,Random815,embryo,837,40.0
chr12,-,114050695,114050696,100,Random815,embryo,837,40.0
chr12,+,114050711,114050712,95,Random815,embryo,837,40.0
chr12,-,114050712,114050713,100,Random815,embryo,837,40.0
chr12,+,114051022,114051023,100,Random815,embryo,837,40.0
chr12,-,114051023,114051024,100,Random815,embryo,837,40.0
chr12,+,114051302,114051303,96,Random815,embryo,837,40.0
chr12,-,114051303,114051304,100,Random815,embryo,837,40.0
chr12,+,114051378,114051379,90,Random815,embryo,837,40.0
chr12,-,114051379,114051380,96,Random815,embryo,837,40.0
chr12,+,114535406,114535407,0,Random762,embryo,502,40.0
chr12,-,114535407,114535408,94,Random762,embryo,502,40.0
chr12,+,114535416,114535417,100,Random762,embryo,502,40.0
chr12,-,114535417,114535418,95,Random762,embryo,502,40.0
chr12,-,114535567,114535568,92,Random762,embryo,502,40.0
chr12,-,114535579,114535580,87,Random762,embryo,502,40.0
chr12,+,114535686,114535687,88,Random762,embryo,502,40.0
chr12,-,114535687,114535688,100,Random762,embryo,502,40.0
chr12,+,114535711,114535712,100,Random762,embryo,502,40.0
chr12,-,114535712,114535713,100,Random762,embryo,502,40.0
chr12,+,114535812,114535813,80,Random762,embryo,502,40.0
chr12,-,114535813,114535814,0,Random762,embryo,502,40.0
chr12,+,115720191,115720192,100,Random356,embryo,504,40.0
chr12,-,117354423,117354424,90,Random739,embryo,1181,40.0
chr12,+,117354566,117354567,100,Random739,embryo,1181,40.0
chr12,-,117354567,117354568,100,Random739,embryo,1181,40.0
chr12,+,117354589,117354590,100,Random739,embryo,1181,40.0
chr12,-,117354590,117354591,100,Random739,embryo,1181,40.0
chr12,+,117354874,117354875,94,Random739,embryo,1181,40.0
chr12,-,117354875,117354876,88,Random739,embryo,1181,40.0
chr12,+,117354906,117354907,100,Random739,embryo,1181,40.0
chr12,-,117354907,117354908,85,Random739,embryo,1181,40.0
chr12,+,117354909,117354910,100,Random739,embryo,1181,40.0
chr12,-,117354910,117354911,93,Random739,embryo,1181,40.0
chr12,+,117354919,117354920,100,Random739,embryo,1181,40.0
chr12,-,117354920,117354921,88,Random739,embryo,1181,40.0
chr12,+,117354938,117354939,66,Random739,embryo,1181,40.0
chr12,-,117354939,117354940,100,Random739,embryo,1181,40.0
chr12,+,117355067,117355068,84,Random739,embryo,1181,40.0
chr12,-,117355068,117355069,80,Random739,embryo,1181,40.0
chr12,+,117355436,117355437,95,Random739,embryo,1181,40.0
chr12,+,117355464,117355465,100,Random739,embryo,1181,40.0
chr12,+,117355473,117355474,100,Random739,embryo,1181,40.0
chr12,-,117355474,117355475,100,Random739,embryo,1181,40.0
chr12,+,118148885,118148886,66,Random320,embryo,1087,40.0
chr12,+,118149017,118149018,100,Random320,embryo,1087,40.0
chr12,-,118149018,118149019,85,Random320,embryo,1087,40.0
chr12,-,118149123,118149124,66,Random320,embryo,1087,40.0
chr12,+,118149497,118149498,92,Random320,embryo,1087,40.0
chr12,-,118149498,118149499,100,Random320,embryo,1087,40.0
chr12,+,118149506,118149507,92,Random320,embryo,1087,40.0
chr12,-,118149507,118149508,100,Random320,embryo,1087,40.0
chr12,+,118149540,118149541,100,Random320,embryo,1087,40.0
chr12,+,118149542,118149543,100,Random320,embryo,1087,40.0
chr12,+,118149544,118149545,100,Random320,embryo,1087,40.0
chr12,+,118149548,118149549,100,Random320,embryo,1087,40.0
chr12,-,118149549,118149550,50,Random320,embryo,1087,40.0
chr12,+,118149550,118149551,91,Random320,embryo,1087,40.0
chr12,-,118149551,118149552,100,Random320,embryo,1087,40.0
chr12,+,118149552,118149553,100,Random320,embryo,1087,40.0
chr12,-,118149553,118149554,100,Random320,embryo,1087,40.0
chr12,+,118149597,118149598,77,Random320,embryo,1087,40.0
chr12,-,118149598,118149599,100,Random320,embryo,1087,40.0
chr12,+,118149608,118149609,87,Random320,embryo,1087,40.0
chr12,-,118149609,118149610,100,Random320,embryo,1087,40.0
chr12,+,118149694,118149695,85,Random320,embryo,1087,40.0
chr12,-,118149695,118149696,100,Random320,embryo,1087,40.0
chr12,+,118149698,118149699,85,Random320,embryo,1087,40.0
chr12,-,118149699,118149700,100,Random320,embryo,1087,40.0
chr12,-,118149798,118149799,100,Random320,embryo,1087,40.0
chr12,-,120971030,120971031,100,Random49,embryo,672,40.0
chr12,+,120971061,120971062,85,Random49,embryo,672,40.0
chr12,-,120971062,120971063,88,Random49,embryo,672,40.0
chr12,-,120971110,120971111,90,Random49,embryo,672,40.0
chr12,+,120971218,120971219,91,Random49,embryo,672,40.0
chr12,-,120971219,120971220,92,Random49,embryo,672,40.0
chr12,+,120971229,120971230,92,Random49,embryo,672,40.0
chr12,-,120971230,120971231,94,Random49,embryo,672,40.0
chr12,+,120971237,120971238,89,Random49,embryo,672,40.0
chr12,-,120971238,120971239,89,Random49,embryo,672,40.0
chr12,+,120971302,120971303,100,Random49,embryo,672,40.0
chr12,-,120971303,120971304,91,Random49,embryo,672,40.0
chr12,-,120971355,120971356,89,Random49,embryo,672,40.0
chr12,+,120971437,120971438,0,Random49,embryo,672,40.0
chr12,-,120971438,120971439,0,Random49,embryo,672,40.0
chr12,+,120971478,120971479,94,Random49,embryo,672,40.0
chr12,-,120971479,120971480,100,Random49,embryo,672,40.0
chr12,+,120971634,120971635,77,Random49,embryo,672,40.0
chr12,-,120971635,120971636,100,Random49,embryo,672,40.0
chr12,+,123720746,123720747,91,Random169,embryo,1282,40.0
chr12,-,123720747,123720748,90,Random169,embryo,1282,40.0
chr12,+,123720836,123720837,100,Random169,embryo,1282,40.0
chr12,+,123720914,123720915,100,Random169,embryo,1282,40.0
chr12,-,123720915,123720916,100,Random169,embryo,1282,40.0
chr12,+,123721125,123721126,100,Random169,embryo,1282,40.0
chr12,+,123721593,123721594,97,Random169,embryo,1282,40.0
chr12,-,123721594,123721595,96,Random169,embryo,1282,40.0
chr12,+,123721599,123721600,87,Random169,embryo,1282,40.0
chr12,-,123721600,123721601,96,Random169,embryo,1282,40.0
chr12,+,123721675,123721676,78,Random169,embryo,1282,40.0
chr12,-,123721676,123721677,95,Random169,embryo,1282,40.0
chr12,+,123721884,123721885,12,Random169,embryo,1282,40.0
chr12,-,123721885,123721886,0,Random169,embryo,1282,40.0
chr12,+,124927845,124927846,0,TRF-GAA1-4,embryo,72,60.0
chr12,-,124927846,124927847,0,TRF-GAA1-4,embryo,72,60.0
chr12,+,124927852,124927853,5,TRF-GAA1-4,embryo,72,60.0
chr12,-,124927853,124927854,0,TRF-GAA1-4,embryo,72,60.0
chr12,+,124927858,124927859,0,TRF-GAA1-4,embryo,72,60.0
chr12,-,124927859,124927860,0,TRF-GAA1-4,embryo,72,60.0
chr12,+,124927889,124927890,0,TRF-GAA1-4,embryo,72,60.0
chr12,-,124927890,124927891,0,TRF-GAA1-4,embryo,72,60.0
chr12,+,124927911,124927912,0,TRF-GAA1-4,embryo,72,60.0
chr12,-,124927912,124927913,0,TRF-GAA1-4,embryo,72,60.0
chr12,+,124939988,124939989,0,TRA-TGC4-1,embryo,71,60.0
chr12,-,124939989,124939990,0,TRA-TGC4-1,embryo,71,60.0
chr12,+,124940001,124940002,0,TRA-TGC4-1,embryo,71,60.0
chr12,-,124940002,124940003,0,TRA-TGC4-1,embryo,71,60.0
chr12,+,124940013,124940014,0,TRA-TGC4-1,embryo,71,60.0
chr12,-,124940014,124940015,0,TRA-TGC4-1,embryo,71,60.0
chr12,+,124940026,124940027,0,TRA-TGC4-1,embryo,71,60.0
chr12,-,124940027,124940028,0,TRA-TGC4-1,embryo,71,60.0
chr12,+,126078778,126078779,100,Random973,embryo,89,60.0
chr12,-,126078779,126078780,91,Random973,embryo,89,60.0
chr12,+,126078787,126078788,0,Random973,embryo,89,60.0
chr12,-,126078788,126078789,90,Random973,embryo,89,60.0
chr13,-,16311496,16311497,100,Random111,embryo,1205,40.0
chr13,-,16311541,16311542,0,Random111,embryo,1205,40.0
chr13,-,16311723,16311724,100,Random111,embryo,1205,40.0
chr13,+,16311828,16311829,83,Random111,embryo,1205,40.0
chr13,+,16311837,16311838,85,Random111,embryo,1205,40.0
chr13,-,16311838,16311839,100,Random111,embryo,1205,40.0
chr13,+,16311976,16311977,66,Random111,embryo,1205,40.0
chr13,+,16311985,16311986,0,Random111,embryo,1205,40.0
chr13,+,21384706,21384707,92,Random581,embryo,1083,40.0
chr13,-,21384707,21384708,86,Random581,embryo,1083,40.0
chr13,+,21384753,21384754,100,Random581,embryo,1083,40.0
chr13,-,21384754,21384755,97,Random581,embryo,1083,40.0
chr13,+,21384774,21384775,100,Random581,embryo,1083,40.0
chr13,-,21384775,21384776,97,Random581,embryo,1083,40.0
chr13,+,21384793,21384794,100,Random581,embryo,1083,40.0
chr13,-,21384794,21384795,89,Random581,embryo,1083,40.0
chr13,+,21384857,21384858,100,Random581,embryo,1083,40.0
chr13,-,21384858,21384859,92,Random581,embryo,1083,40.0
chr13,+,21385090,21385091,100,Random581,embryo,1083,40.0
chr13,-,21385091,21385092,100,Random581,embryo,1083,40.0
chr13,+,21385155,21385156,90,Random581,embryo,1083,40.0
chr13,-,21385156,21385157,100,Random581,embryo,1083,40.0
chr13,+,21385202,21385203,91,Random581,embryo,1083,40.0
chr13,-,21385203,21385204,87,Random581,embryo,1083,40.0
chr13,+,21385298,21385299,95,Random581,embryo,1083,40.0
chr13,-,21385299,21385300,91,Random581,embryo,1083,40.0
chr13,+,21385303,21385304,100,Random581,embryo,1083,40.0
chr13,-,21385304,21385305,100,Random581,embryo,1083,40.0
chr13,+,21385382,21385383,100,Random581,embryo,1083,40.0
chr13,-,21385383,21385384,100,Random581,embryo,1083,40.0
chr13,+,21385406,21385407,100,Random581,embryo,1083,40.0
chr13,-,21385407,21385408,100,Random581,embryo,1083,40.0
chr13,-,21826757,21826758,66,Random374,embryo,1421,40.0
chr13,+,21827319,21827320,80,Random374,embryo,1421,40.0
chr13,-,21827320,21827321,94,Random374,embryo,1421,40.0
chr13,+,21827326,21827327,75,Random374,embryo,1421,40.0
chr13,-,21827327,21827328,100,Random374,embryo,1421,40.0
chr13,+,21827336,21827337,100,Random374,embryo,1421,40.0
chr13,-,21827337,21827338,92,Random374,embryo,1421,40.0
chr13,+,21827735,21827736,100,Random374,embryo,1421,40.0
chr13,-,21827736,21827737,98,Random374,embryo,1421,40.0
chr13,+,21827770,21827771,100,Random374,embryo,1421,40.0
chr13,-,21827771,21827772,94,Random374,embryo,1421,40.0
chr13,+,21827890,21827891,0,Random374,embryo,1421,40.0
chr13,-,21827891,21827892,100,Random374,embryo,1421,40.0
chr13,+,21827933,21827934,100,Random374,embryo,1421,40.0
chr13,-,21827934,21827935,100,Random374,embryo,1421,40.0
chr13,+,21827976,21827977,93,Random374,embryo,1421,40.0
chr13,-,21827977,21827978,100,Random374,embryo,1421,40.0
chr13,+,21828041,21828042,75,Random374,embryo,1421,40.0
chr13,-,21828042,21828043,57,Random374,embryo,1421,40.0
chr13,+,28122098,28122099,100,Random927,embryo,355,20.0
chr13,-,28122099,28122100,92,Random927,embryo,355,20.0
chr13,+,29248092,29248093,100,Random537,embryo,452,40.0
chr13,-,29248093,29248094,100,Random537,embryo,452,40.0
chr13,+,29248182,29248183,100,Random537,embryo,452,40.0
chr13,-,29248183,29248184,0,Random537,embryo,452,40.0
chr13,+,29248426,29248427,100,Random537,embryo,452,40.0
chr13,+,29569871,29569872,91,Random864,embryo,915,60.0
chr13,-,29569872,29569873,93,Random864,embryo,915,60.0
chr13,+,29569884,29569885,100,Random864,embryo,915,60.0
chr13,-,29569885,29569886,90,Random864,embryo,915,60.0
chr13,+,29569935,29569936,100,Random864,embryo,915,60.0
chr13,-,29569936,29569937,76,Random864,embryo,915,60.0
chr13,-,29569962,29569963,65,Random864,embryo,915,60.0
chr13,+,29570158,29570159,94,Random864,embryo,915,60.0
chr13,-,29570159,29570160,86,Random864,embryo,915,60.0
chr13,+,29570211,29570212,100,Random864,embryo,915,60.0
chr13,-,29570212,29570213,91,Random864,embryo,915,60.0
chr13,+,29570237,29570238,100,Random864,embryo,915,60.0
chr13,-,29570238,29570239,91,Random864,embryo,915,60.0
chr13,+,29570247,29570248,85,Random864,embryo,915,60.0
chr13,-,29570248,29570249,86,Random864,embryo,915,60.0
chr13,+,29570287,29570288,50,Random864,embryo,915,60.0
chr13,-,29570288,29570289,79,Random864,embryo,915,60.0
chr13,+,29570347,29570348,85,Random864,embryo,915,60.0
chr13,-,29570348,29570349,97,Random864,embryo,915,60.0
chr13,+,29570379,29570380,100,Random864,embryo,915,60.0
chr13,-,29570380,29570381,92,Random864,embryo,915,60.0
chr13,+,29570403,29570404,71,Random864,embryo,915,60.0
chr13,-,29570404,29570405,100,Random864,embryo,915,60.0
chr13,+,29570437,29570438,100,Random864,embryo,915,60.0
chr13,-,29570438,29570439,100,Random864,embryo,915,60.0
chr13,+,29570465,29570466,100,Random864,embryo,915,60.0
chr13,-,29570466,29570467,87,Random864,embryo,915,60.0
chr13,+,29570568,29570569,95,Random864,embryo,915,60.0
chr13,-,29570569,29570570,94,Random864,embryo,915,60.0
chr13,+,29570574,29570575,90,Random864,embryo,915,60.0
chr13,-,29570575,29570576,88,Random864,embryo,915,60.0
chr13,+,29570584,29570585,90,Random864,embryo,915,60.0
chr13,-,29570585,29570586,100,Random864,embryo,915,60.0
chr13,+,29570621,29570622,90,Random864,embryo,915,60.0
chr13,-,29570622,29570623,92,Random864,embryo,915,60.0
chr13,+,29570641,29570642,100,Random864,embryo,915,60.0
chr13,-,29570642,29570643,90,Random864,embryo,915,60.0
chr13,+,29570711,29570712,96,Random864,embryo,915,60.0
chr13,-,29570712,29570713,100,Random864,embryo,915,60.0
chr13,+,29570761,29570762,93,Random864,embryo,915,60.0
chr13,+,29595519,29595520,0,Random480,embryo,1253,60.0
chr13,-,29595520,29595521,0,Random480,embryo,1253,60.0
chr13,+,29595524,29595525,0,Random480,embryo,1253,60.0
chr13,-,29595525,29595526,0,Random480,embryo,1253,60.0
chr13,+,29595530,29595531,0,Random480,embryo,1253,60.0
chr13,-,29595531,29595532,0,Random480,embryo,1253,60.0
chr13,+,29595532,29595533,0,Random480,embryo,1253,60.0
chr13,-,29595533,29595534,0,Random480,embryo,1253,60.0
chr13,+,29595535,29595536,0,Random480,embryo,1253,60.0
chr13,-,29595536,29595537,0,Random480,embryo,1253,60.0
chr13,+,29595537,29595538,0,Random480,embryo,1253,60.0
chr13,-,29595538,29595539,0,Random480,embryo,1253,60.0
chr13,+,29595539,29595540,0,Random480,embryo,1253,60.0
chr13,-,29595540,29595541,0,Random480,embryo,1253,60.0
chr13,+,29595560,29595561,0,Random480,embryo,1253,60.0
chr13,-,29595561,29595562,0,Random480,embryo,1253,60.0
chr13,+,29595567,29595568,0,Random480,embryo,1253,60.0
chr13,-,29595568,29595569,0,Random480,embryo,1253,60.0
chr13,+,29595575,29595576,0,Random480,embryo,1253,60.0
chr13,-,29595576,29595577,0,Random480,embryo,1253,60.0
chr13,+,29595577,29595578,9,Random480,embryo,1253,60.0
chr13,-,29595578,29595579,0,Random480,embryo,1253,60.0
chr13,+,29595581,29595582,0,Random480,embryo,1253,60.0
chr13,-,29595582,29595583,0,Random480,embryo,1253,60.0
chr13,+,29595583,29595584,0,Random480,embryo,1253,60.0
chr13,-,29595584,29595585,0,Random480,embryo,1253,60.0
chr13,+,29595587,29595588,0,Random480,embryo,1253,60.0
chr13,-,29595588,29595589,0,Random480,embryo,1253,60.0
chr13,+,29595589,29595590,0,Random480,embryo,1253,60.0
chr13,-,29595590,29595591,0,Random480,embryo,1253,60.0
chr13,+,29595609,29595610,7,Random480,embryo,1253,60.0
chr13,-,29595610,29595611,0,Random480,embryo,1253,60.0
chr13,+,29595628,29595629,0,Random480,embryo,1253,60.0
chr13,-,29595629,29595630,0,Random480,embryo,1253,60.0
chr13,+,29595630,29595631,0,Random480,embryo,1253,60.0
chr13,-,29595631,29595632,0,Random480,embryo,1253,60.0
chr13,+,29595643,29595644,0,Random480,embryo,1253,60.0
chr13,-,29595644,29595645,0,Random480,embryo,1253,60.0
chr13,+,29595646,29595647,0,Random480,embryo,1253,60.0
chr13,-,29595647,29595648,0,Random480,embryo,1253,60.0
chr13,+,29595656,29595657,0,Random480,embryo,1253,60.0
chr13,-,29595657,29595658,0,Random480,embryo,1253,60.0
chr13,+,29595663,29595664,6,Random480,embryo,1253,60.0
chr13,-,29595664,29595665,0,Random480,embryo,1253,60.0
chr13,+,29595666,29595667,0,Random480,embryo,1253,60.0
chr13,-,29595667,29595668,0,Random480,embryo,1253,60.0
chr13,+,29595687,29595688,0,Random480,embryo,1253,60.0
chr13,-,29595688,29595689,0,Random480,embryo,1253,60.0
chr13,+,29595691,29595692,0,Random480,embryo,1253,60.0
chr13,-,29595692,29595693,0,Random480,embryo,1253,60.0
chr13,+,29595698,29595699,0,Random480,embryo,1253,60.0
chr13,-,29595699,29595700,0,Random480,embryo,1253,60.0
chr13,+,29595705,29595706,0,Random480,embryo,1253,60.0
chr13,-,29595706,29595707,0,Random480,embryo,1253,60.0
chr13,+,29595707,29595708,0,Random480,embryo,1253,60.0
chr13,-,29595708,29595709,0,Random480,embryo,1253,60.0
chr13,+,29595712,29595713,0,Random480,embryo,1253,60.0
chr13,-,29595713,29595714,0,Random480,embryo,1253,60.0
chr13,+,29595714,29595715,0,Random480,embryo,1253,60.0
chr13,-,29595715,29595716,0,Random480,embryo,1253,60.0
chr13,+,29595719,29595720,0,Random480,embryo,1253,60.0
chr13,-,29595720,29595721,0,Random480,embryo,1253,60.0
chr13,+,29595721,29595722,9,Random480,embryo,1253,60.0
chr13,-,29595722,29595723,0,Random480,embryo,1253,60.0
chr13,+,29595728,29595729,0,Random480,embryo,1253,60.0
chr13,-,29595729,29595730,0,Random480,embryo,1253,60.0
chr13,+,29595732,29595733,0,Random480,embryo,1253,60.0
chr13,-,29595733,29595734,0,Random480,embryo,1253,60.0
chr13,+,29595738,29595739,0,Random480,embryo,1253,60.0
chr13,-,29595739,29595740,0,Random480,embryo,1253,60.0
chr13,+,29595753,29595754,0,Random480,embryo,1253,60.0
chr13,-,29595754,29595755,0,Random480,embryo,1253,60.0
chr13,+,29595758,29595759,0,Random480,embryo,1253,60.0
chr13,-,29595759,29595760,0,Random480,embryo,1253,60.0
chr13,+,29595762,29595763,0,Random480,embryo,1253,60.0
chr13,-,29595763,29595764,0,Random480,embryo,1253,60.0
chr13,+,29595766,29595767,0,Random480,embryo,1253,60.0
chr13,-,29595767,29595768,0,Random480,embryo,1253,60.0
chr13,+,29595768,29595769,0,Random480,embryo,1253,60.0
chr13,-,29595769,29595770,0,Random480,embryo,1253,60.0
chr13,+,29595774,29595775,0,Random480,embryo,1253,60.0
chr13,-,29595775,29595776,0,Random480,embryo,1253,60.0
chr13,+,29595777,29595778,0,Random480,embryo,1253,60.0
chr13,-,29595778,29595779,0,Random480,embryo,1253,60.0
chr13,+,29595793,29595794,0,Random480,embryo,1253,60.0
chr13,-,29595794,29595795,0,Random480,embryo,1253,60.0
chr13,+,29595795,29595796,0,Random480,embryo,1253,60.0
chr13,-,29595796,29595797,4,Random480,embryo,1253,60.0
chr13,+,29595798,29595799,0,Random480,embryo,1253,60.0
chr13,-,29595799,29595800,0,Random480,embryo,1253,60.0
chr13,+,29595800,29595801,0,Random480,embryo,1253,60.0
chr13,-,29595801,29595802,0,Random480,embryo,1253,60.0
chr13,+,29595803,29595804,0,Random480,embryo,1253,60.0
chr13,-,29595804,29595805,0,Random480,embryo,1253,60.0
chr13,+,29595806,29595807,0,Random480,embryo,1253,60.0
chr13,-,29595807,29595808,0,Random480,embryo,1253,60.0
chr13,+,29595827,29595828,0,Random480,embryo,1253,60.0
chr13,-,29595828,29595829,0,Random480,embryo,1253,60.0
chr13,+,29595831,29595832,0,Random480,embryo,1253,60.0
chr13,-,29595832,29595833,0,Random480,embryo,1253,60.0
chr13,+,29595838,29595839,0,Random480,embryo,1253,60.0
chr13,-,29595839,29595840,0,Random480,embryo,1253,60.0
chr13,+,29595841,29595842,0,Random480,embryo,1253,60.0
chr13,-,29595842,29595843,0,Random480,embryo,1253,60.0
chr13,+,29595843,29595844,16,Random480,embryo,1253,60.0
chr13,-,29595844,29595845,0,Random480,embryo,1253,60.0
chr13,+,29595856,29595857,0,Random480,embryo,1253,60.0
chr13,-,29595857,29595858,0,Random480,embryo,1253,60.0
chr13,+,29595861,29595862,0,Random480,embryo,1253,60.0
chr13,-,29595862,29595863,0,Random480,embryo,1253,60.0
chr13,+,29595873,29595874,0,Random480,embryo,1253,60.0
chr13,-,29595874,29595875,0,Random480,embryo,1253,60.0
chr13,+,29595875,29595876,20,Random480,embryo,1253,60.0
chr13,-,29595876,29595877,0,Random480,embryo,1253,60.0
chr13,+,29595877,29595878,0,Random480,embryo,1253,60.0
chr13,-,29595878,29595879,0,Random480,embryo,1253,60.0
chr13,+,29595884,29595885,0,Random480,embryo,1253,60.0
chr13,-,29595885,29595886,0,Random480,embryo,1253,60.0
chr13,+,29595903,29595904,0,Random480,embryo,1253,60.0
chr13,-,29595904,29595905,0,Random480,embryo,1253,60.0
chr13,+,29595905,29595906,0,Random480,embryo,1253,60.0
chr13,-,29595906,29595907,0,Random480,embryo,1253,60.0
chr13,+,29595908,29595909,0,Random480,embryo,1253,60.0
chr13,-,29595909,29595910,0,Random480,embryo,1253,60.0
chr13,+,29595912,29595913,0,Random480,embryo,1253,60.0
chr13,-,29595913,29595914,0,Random480,embryo,1253,60.0
chr13,+,29595916,29595917,0,Random480,embryo,1253,60.0
chr13,-,29595917,29595918,0,Random480,embryo,1253,60.0
chr13,+,29595923,29595924,0,Random480,embryo,1253,60.0
chr13,-,29595924,29595925,0,Random480,embryo,1253,60.0
chr13,+,29595929,29595930,0,Random480,embryo,1253,60.0
chr13,-,29595930,29595931,0,Random480,embryo,1253,60.0
chr13,+,29595933,29595934,0,Random480,embryo,1253,60.0
chr13,-,29595934,29595935,0,Random480,embryo,1253,60.0
chr13,+,29595950,29595951,0,Random480,embryo,1253,60.0
chr13,-,29595951,29595952,0,Random480,embryo,1253,60.0
chr13,+,29595956,29595957,0,Random480,embryo,1253,60.0
chr13,-,29595957,29595958,0,Random480,embryo,1253,60.0
chr13,+,29595964,29595965,0,Random480,embryo,1253,60.0
chr13,-,29595965,29595966,3,Random480,embryo,1253,60.0
chr13,+,29595972,29595973,0,Random480,embryo,1253,60.0
chr13,-,29595973,29595974,0,Random480,embryo,1253,60.0
chr13,+,29595984,29595985,0,Random480,embryo,1253,60.0
chr13,-,29595985,29595986,0,Random480,embryo,1253,60.0
chr13,+,29595989,29595990,0,Random480,embryo,1253,60.0
chr13,-,29595990,29595991,0,Random480,embryo,1253,60.0
chr13,+,29595991,29595992,0,Random480,embryo,1253,60.0
chr13,-,29595992,29595993,0,Random480,embryo,1253,60.0
chr13,+,29596028,29596029,0,Random480,embryo,1253,60.0
chr13,-,29596029,29596030,0,Random480,embryo,1253,60.0
chr13,+,29596057,29596058,0,Random480,embryo,1253,60.0
chr13,-,29596058,29596059,0,Random480,embryo,1253,60.0
chr13,+,29596061,29596062,0,Random480,embryo,1253,60.0
chr13,-,29596062,29596063,0,Random480,embryo,1253,60.0
chr13,+,29596077,29596078,0,Random480,embryo,1253,60.0
chr13,-,29596078,29596079,9,Random480,embryo,1253,60.0
chr13,+,29596080,29596081,0,Random480,embryo,1253,60.0
chr13,-,29596081,29596082,0,Random480,embryo,1253,60.0
chr13,+,29596100,29596101,0,Random480,embryo,1253,60.0
chr13,-,29596101,29596102,0,Random480,embryo,1253,60.0
chr13,+,29596107,29596108,0,Random480,embryo,1253,60.0
chr13,-,29596108,29596109,0,Random480,embryo,1253,60.0
chr13,+,29596218,29596219,85,Random480,embryo,1253,60.0
chr13,-,29596219,29596220,88,Random480,embryo,1253,60.0
chr13,+,29596236,29596237,80,Random480,embryo,1253,60.0
chr13,-,29596237,29596238,72,Random480,embryo,1253,60.0
chr13,+,29596254,29596255,83,Random480,embryo,1253,60.0
chr13,-,29596255,29596256,85,Random480,embryo,1253,60.0
chr13,+,29596263,29596264,80,Random480,embryo,1253,60.0
chr13,-,29596264,29596265,78,Random480,embryo,1253,60.0
chr13,+,29596281,29596282,100,Random480,embryo,1253,60.0
chr13,-,29596282,29596283,70,Random480,embryo,1253,60.0
chr13,-,29596314,29596315,50,Random480,embryo,1253,60.0
chr13,+,29596468,29596469,88,Random480,embryo,1253,60.0
chr13,-,29596469,29596470,70,Random480,embryo,1253,60.0
chr13,+,29596481,29596482,30,Random480,embryo,1253,60.0
chr13,-,29596482,29596483,70,Random480,embryo,1253,60.0
chr13,+,29596540,29596541,66,Random480,embryo,1253,60.0
chr13,-,29596541,29596542,73,Random480,embryo,1253,60.0
chr13,+,29596592,29596593,100,Random480,embryo,1253,60.0
chr13,-,29596593,29596594,85,Random480,embryo,1253,60.0
chr13,+,29596706,29596707,100,Random480,embryo,1253,60.0
chr13,-,29596707,29596708,100,Random480,embryo,1253,60.0
chr13,+,29596713,29596714,100,Random480,embryo,1253,60.0
chr13,-,29596714,29596715,92,Random480,embryo,1253,60.0
chr13,+,29695342,29695343,31,Random726,embryo,894,40.0
chr13,-,29695343,29695344,100,Random726,embryo,894,40.0
chr13,+,29695372,29695373,100,Random726,embryo,894,40.0
chr13,-,29695373,29695374,83,Random726,embryo,894,40.0
chr13,+,29695412,29695413,100,Random726,embryo,894,40.0
chr13,-,29695413,29695414,100,Random726,embryo,894,40.0
chr13,+,29695442,29695443,90,Random726,embryo,894,40.0
chr13,-,29695443,29695444,91,Random726,embryo,894,40.0
chr13,+,29695516,29695517,100,Random726,embryo,894,40.0
chr13,-,29695517,29695518,90,Random726,embryo,894,40.0
chr13,+,29695533,29695534,100,Random726,embryo,894,40.0
chr13,-,29695534,29695535,88,Random726,embryo,894,40.0
chr13,+,29695538,29695539,90,Random726,embryo,894,40.0
chr13,-,29695539,29695540,81,Random726,embryo,894,40.0
chr13,+,29695612,29695613,100,Random726,embryo,894,40.0
chr13,-,29695613,29695614,100,Random726,embryo,894,40.0
chr13,+,29695785,29695786,81,Random726,embryo,894,40.0
