Chromosome,Strand,Start,End,Methylation_Percentage,GeneName,Tissue,Length,Median_CG_Content
chr19,+,49031713,49031714,0.0,SNAR-G2,epithelium,118,60.0
chr19,+,49031719,49031720,0.0,SNAR-G2,epithelium,118,60.0
chr19,+,49031720,49031721,0.0,SNAR-G2,epithelium,118,60.0
chr19,+,49031721,49031722,0.0,SNAR-G2,epithelium,118,60.0
chr19,+,49031727,49031728,0.0,SNAR-G2,epithelium,118,60.0
chr19,+,49031728,49031729,0.0,SNAR-G2,epithelium,118,60.0
chr19,+,49031729,49031730,0.0,SNAR-G2,epithelium,118,60.0
chr19,+,49031731,49031732,0.0,SNAR-G2,epithelium,118,60.0
chr19,+,49031732,49031733,0.0,SNAR-G2,epithelium,118,60.0
chr19,+,49031733,49031734,0.0,SNAR-G2,epithelium,118,60.0
chr19,+,49031734,49031735,0.0,SNAR-G2,epithelium,118,60.0
chr19,+,49031736,49031737,0.0,SNAR-G2,epithelium,118,60.0
chr19,+,49031737,49031738,0.0,SNAR-G2,epithelium,118,60.0
chr19,-,49031742,49031743,0.0,SNAR-G2,epithelium,118,60.0
chr19,-,49031743,49031744,0.0,SNAR-G2,epithelium,118,60.0
chr19,-,49031744,49031745,0.0,SNAR-G2,epithelium,118,60.0
chr19,+,49031745,49031746,0.0,SNAR-G2,epithelium,118,60.0
chr19,-,49031750,49031751,0.0,SNAR-G2,epithelium,118,60.0
chr19,-,49031751,49031752,0.0,SNAR-G2,epithelium,118,60.0
chr19,-,49031752,49031753,0.0,SNAR-G2,epithelium,118,60.0
chr19,+,49031753,49031754,0.0,SNAR-G2,epithelium,118,60.0
chr19,+,49031759,49031760,0.0,SNAR-G2,epithelium,118,60.0
chr19,-,49031771,49031772,0.0,SNAR-G2,epithelium,118,60.0
chr19,+,49031772,49031773,0.0,SNAR-G2,epithelium,118,60.0
chr19,+,49031773,49031774,0.0,SNAR-G2,epithelium,118,60.0
chr19,+,49031775,49031776,0.0,SNAR-G2,epithelium,118,60.0
chr19,-,49031780,49031781,6.0,SNAR-G2,epithelium,118,60.0
chr19,+,49031781,49031782,0.0,SNAR-G2,epithelium,118,60.0
chr19,-,49031786,49031787,12.0,SNAR-G2,epithelium,118,60.0
chr19,-,49031787,49031787,0.0,SNAR-G2,epithelium,118,60.0
chr19,-,49037024,49037025,0.0,SNAR-G1,epithelium,127,60.0
chr19,+,49037025,49037026,0.0,SNAR-G1,epithelium,127,60.0
chr19,+,49037026,49037027,0.0,SNAR-G1,epithelium,127,60.0
chr19,-,49037030,49037031,0.0,SNAR-G1,epithelium,127,60.0
chr19,-,49037032,49037033,0.0,SNAR-G1,epithelium,127,60.0
chr19,-,49037033,49037034,0.0,SNAR-G1,epithelium,127,60.0
chr19,+,49037034,49037035,0.0,SNAR-G1,epithelium,127,60.0
chr19,-,49037046,49037047,0.0,SNAR-G1,epithelium,127,60.0
chr19,-,49037048,49037049,0.0,SNAR-G1,epithelium,127,60.0
chr19,+,49037049,49037050,0.0,SNAR-G1,epithelium,127,60.0
chr19,+,49037053,49037054,0.0,SNAR-G1,epithelium,127,60.0
chr19,+,49037054,49037055,0.0,SNAR-G1,epithelium,127,60.0
chr19,+,49037055,49037056,5.0,SNAR-G1,epithelium,127,60.0
chr19,-,49037060,49037061,0.0,SNAR-G1,epithelium,127,60.0
chr19,+,49037061,49037062,0.0,SNAR-G1,epithelium,127,60.0
chr19,+,49037063,49037064,0.0,SNAR-G1,epithelium,127,60.0
chr19,+,49037065,49037066,0.0,SNAR-G1,epithelium,127,60.0
chr19,-,49037068,49037069,0.0,SNAR-G1,epithelium,127,60.0
chr19,-,49037069,49037070,0.0,SNAR-G1,epithelium,127,60.0
chr19,+,49037070,49037071,0.0,SNAR-G1,epithelium,127,60.0
chr19,-,49037073,49037074,0.0,SNAR-G1,epithelium,127,60.0
chr19,-,49037074,49037075,0.0,SNAR-G1,epithelium,127,60.0
chr19,-,49037078,49037079,0.0,SNAR-G1,epithelium,127,60.0
chr19,-,49037079,49037080,0.0,SNAR-G1,epithelium,127,60.0
chr19,-,49037080,49037081,0.0,SNAR-G1,epithelium,127,60.0
chr19,-,49037082,49037083,0.0,SNAR-G1,epithelium,127,60.0
chr19,-,49037084,49037085,0.0,SNAR-G1,epithelium,127,60.0
chr19,-,49037086,49037087,0.0,SNAR-G1,epithelium,127,60.0
chr19,-,49037087,49037088,0.0,SNAR-G1,epithelium,127,60.0
chr19,-,49037088,49037089,0.0,SNAR-G1,epithelium,127,60.0
chr19,-,49037093,49037094,0.0,SNAR-G1,epithelium,127,60.0
chr19,-,49037095,49037096,0.0,SNAR-G1,epithelium,127,60.0
chr19,-,49037101,49037102,0.0,SNAR-G1,epithelium,127,60.0
chr19,-,49037102,49037103,0.0,SNAR-G1,epithelium,127,60.0
chr19,+,49037104,49037105,0.0,SNAR-G1,epithelium,127,60.0
chr19,+,49037107,49037108,0.0,SNAR-G1,epithelium,127,60.0
chr19,-,49037111,49037112,0.0,SNAR-G1,epithelium,127,60.0
chr19,-,49037112,49037113,0.0,SNAR-G1,epithelium,127,60.0
chr19,+,49037113,49037114,0.0,SNAR-G1,epithelium,127,60.0
chr19,+,49037114,49037115,0.0,SNAR-G1,epithelium,127,60.0
chr19,+,49037115,49037116,0.0,SNAR-G1,epithelium,127,60.0
chr19,+,49037116,49037117,0.0,SNAR-G1,epithelium,127,60.0
chr19,-,49037120,49037121,0.0,SNAR-G1,epithelium,127,60.0
chr19,-,49037121,49037122,0.0,SNAR-G1,epithelium,127,60.0
chr19,-,49037124,49037125,0.0,SNAR-G1,epithelium,127,60.0
chr19,-,49037125,49037126,0.0,SNAR-G1,epithelium,127,60.0
chr19,+,50133760,50133761,0.0,SNAR-B2,epithelium,119,60.0
chr19,+,50133763,50133764,0.0,SNAR-B2,epithelium,119,60.0
chr19,+,50133764,50133765,0.0,SNAR-B2,epithelium,119,60.0
chr19,+,50133765,50133766,0.0,SNAR-B2,epithelium,119,60.0
chr19,-,50133768,50133769,0.0,SNAR-B2,epithelium,119,60.0
chr19,-,50133770,50133771,0.0,SNAR-B2,epithelium,119,60.0
chr19,-,50133771,50133772,0.0,SNAR-B2,epithelium,119,60.0
chr19,+,50133773,50133774,0.0,SNAR-B2,epithelium,119,60.0
chr19,-,50133794,50133795,0.0,SNAR-B2,epithelium,119,60.0
chr19,+,50133803,50133804,0.0,SNAR-B2,epithelium,119,60.0
chr19,+,50133804,50133805,0.0,SNAR-B2,epithelium,119,60.0
chr19,+,50133805,50133806,0.0,SNAR-B2,epithelium,119,60.0
chr19,+,50133809,50133810,0.0,SNAR-B2,epithelium,119,60.0
chr19,+,50133810,50133811,0.0,SNAR-B2,epithelium,119,60.0
chr19,+,50133813,50133814,0.0,SNAR-B2,epithelium,119,60.0
chr19,+,50133814,50133815,0.0,SNAR-B2,epithelium,119,60.0
chr19,-,50133819,50133820,0.0,SNAR-B2,epithelium,119,60.0
chr19,-,50133820,50133821,0.0,SNAR-B2,epithelium,119,60.0
chr19,-,50133821,50133822,0.0,SNAR-B2,epithelium,119,60.0
chr19,-,50133827,50133828,0.0,SNAR-B2,epithelium,119,60.0
chr19,-,50133828,50133829,0.0,SNAR-B2,epithelium,119,60.0
chr19,-,50133829,50133830,0.0,SNAR-B2,epithelium,119,60.0
chr19,+,50133830,50133831,0.0,SNAR-B2,epithelium,119,60.0
chr19,+,50133836,50133837,0.0,SNAR-B2,epithelium,119,60.0
chr19,-,50133848,50133849,0.0,SNAR-B2,epithelium,119,60.0
chr19,+,50133849,50133850,0.0,SNAR-B2,epithelium,119,60.0
chr19,+,50133850,50133851,0.0,SNAR-B2,epithelium,119,60.0
chr19,+,50133852,50133853,0.0,SNAR-B2,epithelium,119,60.0
chr19,-,50133856,50133857,0.0,SNAR-B2,epithelium,119,60.0
chr19,-,50133857,50133858,0.0,SNAR-B2,epithelium,119,60.0
chr19,+,50133858,50133859,0.0,SNAR-B2,epithelium,119,60.0
chr19,-,50133864,50133864,0.0,SNAR-B2,epithelium,119,60.0
chr19,-,50604967,50604968,0.0,SNAR-F,epithelium,122,60.0
chr19,+,50604968,50604969,0.0,SNAR-F,epithelium,122,60.0
chr19,+,50604969,50604970,0.0,SNAR-F,epithelium,122,60.0
chr19,-,50604973,50604974,0.0,SNAR-F,epithelium,122,60.0
chr19,-,50604975,50604976,0.0,SNAR-F,epithelium,122,60.0
chr19,-,50604976,50604977,0.0,SNAR-F,epithelium,122,60.0
chr19,+,50604977,50604978,0.0,SNAR-F,epithelium,122,60.0
chr19,-,50604989,50604990,0.0,SNAR-F,epithelium,122,60.0
chr19,+,50604996,50604997,0.0,SNAR-F,epithelium,122,60.0
chr19,+,50604997,50604998,0.0,SNAR-F,epithelium,122,60.0
chr19,+,50604998,50604999,0.0,SNAR-F,epithelium,122,60.0
chr19,-,50605003,50605004,0.0,SNAR-F,epithelium,122,60.0
chr19,+,50605004,50605005,0.0,SNAR-F,epithelium,122,60.0
chr19,+,50605005,50605006,0.0,SNAR-F,epithelium,122,60.0
chr19,+,50605006,50605007,0.0,SNAR-F,epithelium,122,60.0
chr19,-,50605011,50605012,0.0,SNAR-F,epithelium,122,60.0
chr19,-,50605012,50605013,0.0,SNAR-F,epithelium,122,60.0
chr19,-,50605014,50605015,0.0,SNAR-F,epithelium,122,60.0
chr19,-,50605015,50605016,0.0,SNAR-F,epithelium,122,60.0
chr19,-,50605019,50605020,0.0,SNAR-F,epithelium,122,60.0
chr19,-,50605020,50605021,0.0,SNAR-F,epithelium,122,60.0
chr19,-,50605021,50605022,0.0,SNAR-F,epithelium,122,60.0
chr19,-,50605023,50605024,0.0,SNAR-F,epithelium,122,60.0
chr19,-,50605025,50605026,0.0,SNAR-F,epithelium,122,60.0
chr19,-,50605027,50605028,0.0,SNAR-F,epithelium,122,60.0
chr19,-,50605028,50605029,0.0,SNAR-F,epithelium,122,60.0
chr19,-,50605029,50605030,0.0,SNAR-F,epithelium,122,60.0
chr19,-,50605036,50605037,0.0,SNAR-F,epithelium,122,60.0
chr19,-,50605042,50605043,0.0,SNAR-F,epithelium,122,60.0
chr19,-,50605043,50605044,0.0,SNAR-F,epithelium,122,60.0
chr19,+,50605044,50605045,0.0,SNAR-F,epithelium,122,60.0
chr19,+,50605045,50605046,0.0,SNAR-F,epithelium,122,60.0
chr19,+,50605048,50605049,0.0,SNAR-F,epithelium,122,60.0
chr19,-,50605051,50605052,0.0,SNAR-F,epithelium,122,60.0
chr19,-,50605052,50605053,0.0,SNAR-F,epithelium,122,60.0
chr19,+,50605054,50605055,0.0,SNAR-F,epithelium,122,60.0
chr19,+,50605055,50605056,0.0,SNAR-F,epithelium,122,60.0
chr19,+,50605057,50605058,0.0,SNAR-F,epithelium,122,60.0
chr19,-,50605061,50605062,0.0,SNAR-F,epithelium,122,60.0
chr19,-,50605062,50605063,0.0,SNAR-F,epithelium,122,60.0
chr19,-,50605065,50605066,0.0,SNAR-F,epithelium,122,60.0
chr19,-,50605066,50605067,0.0,SNAR-F,epithelium,122,60.0
chr2,+,32142202,32142203,0.0,Random42,epithelium,1413,40.0
chr2,+,32142205,32142206,0.0,Random42,epithelium,1413,40.0
chr2,-,32142210,32142211,4.0,Random42,epithelium,1413,40.0
chr2,+,32142213,32142214,0.0,Random42,epithelium,1413,40.0
chr2,-,32142220,32142221,0.0,Random42,epithelium,1413,40.0
chr2,-,32142229,32142230,0.0,Random42,epithelium,1413,40.0
chr2,-,32142230,32142231,0.0,Random42,epithelium,1413,40.0
chr2,-,32142232,32142233,0.0,Random42,epithelium,1413,40.0
chr2,+,32142239,32142240,0.0,Random42,epithelium,1413,40.0
chr2,-,32142244,32142245,0.0,Random42,epithelium,1413,40.0
chr2,-,32142246,32142247,0.0,Random42,epithelium,1413,40.0
chr2,-,32142247,32142248,0.0,Random42,epithelium,1413,40.0
chr2,+,32142254,32142255,0.0,Random42,epithelium,1413,40.0
chr2,-,32142262,32142263,4.0,Random42,epithelium,1413,40.0
chr2,-,32142263,32142264,0.0,Random42,epithelium,1413,40.0
chr2,+,32142274,32142275,0.0,Random42,epithelium,1413,40.0
chr2,+,32142275,32142276,0.0,Random42,epithelium,1413,40.0
chr2,+,32142282,32142283,0.0,Random42,epithelium,1413,40.0
chr2,-,32142285,32142286,0.0,Random42,epithelium,1413,40.0
chr2,+,32142289,32142290,0.0,Random42,epithelium,1413,40.0
chr2,+,32142293,32142294,0.0,Random42,epithelium,1413,40.0
chr2,+,32142295,32142296,0.0,Random42,epithelium,1413,40.0
chr2,+,32142297,32142298,3.0,Random42,epithelium,1413,40.0
chr2,+,32142300,32142301,0.0,Random42,epithelium,1413,40.0
chr2,-,32142310,32142311,0.0,Random42,epithelium,1413,40.0
chr2,-,32142317,32142318,0.0,Random42,epithelium,1413,40.0
chr2,-,32142321,32142322,3.0,Random42,epithelium,1413,40.0
chr2,+,32142325,32142326,0.0,Random42,epithelium,1413,40.0
chr2,+,32142327,32142328,0.0,Random42,epithelium,1413,40.0
chr2,+,32142328,32142329,0.0,Random42,epithelium,1413,40.0
chr2,+,32142333,32142334,0.0,Random42,epithelium,1413,40.0
chr2,-,32142341,32142342,0.0,Random42,epithelium,1413,40.0
chr2,-,32142343,32142344,0.0,Random42,epithelium,1413,40.0
chr2,-,32142347,32142348,0.0,Random42,epithelium,1413,40.0
chr2,-,32142350,32142351,0.0,Random42,epithelium,1413,40.0
chr2,+,32142351,32142352,0.0,Random42,epithelium,1413,40.0
chr2,-,32142354,32142355,3.0,Random42,epithelium,1413,40.0
chr2,-,32142357,32142358,3.0,Random42,epithelium,1413,40.0
chr2,-,32142364,32142365,0.0,Random42,epithelium,1413,40.0
chr2,+,32142368,32142369,0.0,Random42,epithelium,1413,40.0
chr2,+,32142373,32142374,4.0,Random42,epithelium,1413,40.0
chr2,-,32142377,32142378,0.0,Random42,epithelium,1413,40.0
chr2,-,32142378,32142379,0.0,Random42,epithelium,1413,40.0
chr2,-,32142392,32142393,0.0,Random42,epithelium,1413,40.0
chr2,+,32142402,32142403,0.0,Random42,epithelium,1413,40.0
chr2,-,32142432,32142433,0.0,Random42,epithelium,1413,40.0
chr2,-,32142434,32142435,0.0,Random42,epithelium,1413,40.0
chr2,-,32142437,32142438,0.0,Random42,epithelium,1413,40.0
chr2,-,32142438,32142439,0.0,Random42,epithelium,1413,40.0
chr2,-,32142440,32142441,0.0,Random42,epithelium,1413,40.0
chr2,+,32142442,32142443,0.0,Random42,epithelium,1413,40.0
chr2,-,32142445,32142446,0.0,Random42,epithelium,1413,40.0
chr2,+,32142446,32142447,0.0,Random42,epithelium,1413,40.0
chr2,+,32142454,32142455,0.0,Random42,epithelium,1413,40.0
chr2,-,32142459,32142460,0.0,Random42,epithelium,1413,40.0
chr2,-,32142463,32142464,0.0,Random42,epithelium,1413,40.0
chr2,-,32142465,32142466,0.0,Random42,epithelium,1413,40.0
chr2,-,32142467,32142468,0.0,Random42,epithelium,1413,40.0
chr2,-,32142472,32142473,0.0,Random42,epithelium,1413,40.0
chr2,-,32142473,32142474,0.0,Random42,epithelium,1413,40.0
chr2,-,32142477,32142478,0.0,Random42,epithelium,1413,40.0
chr2,+,32142480,32142481,0.0,Random42,epithelium,1413,40.0
chr2,+,32142485,32142486,14.0,Random42,epithelium,1413,40.0
chr2,+,32142487,32142488,0.0,Random42,epithelium,1413,40.0
chr2,+,32142492,32142493,11.0,Random42,epithelium,1413,40.0
chr2,+,32142495,32142496,0.0,Random42,epithelium,1413,40.0
chr2,+,32142496,32142497,0.0,Random42,epithelium,1413,40.0
chr2,+,32142499,32142500,0.0,Random42,epithelium,1413,40.0
chr2,+,32142501,32142502,0.0,Random42,epithelium,1413,40.0
chr2,+,32142502,32142503,0.0,Random42,epithelium,1413,40.0
chr2,+,32142504,32142505,0.0,Random42,epithelium,1413,40.0
chr2,-,32142508,32142509,0.0,Random42,epithelium,1413,40.0
chr2,-,32142509,32142510,0.0,Random42,epithelium,1413,40.0
chr2,+,32142512,32142513,0.0,Random42,epithelium,1413,40.0
chr2,-,32142515,32142516,0.0,Random42,epithelium,1413,40.0
chr2,-,32142517,32142518,0.0,Random42,epithelium,1413,40.0
chr2,+,32142521,32142522,0.0,Random42,epithelium,1413,40.0
chr2,+,32142523,32142524,0.0,Random42,epithelium,1413,40.0
chr2,+,32142527,32142528,0.0,Random42,epithelium,1413,40.0
chr2,+,32142528,32142529,0.0,Random42,epithelium,1413,40.0
chr2,+,32142533,32142534,0.0,Random42,epithelium,1413,40.0
chr2,+,32142534,32142535,0.0,Random42,epithelium,1413,40.0
chr2,+,32142536,32142537,0.0,Random42,epithelium,1413,40.0
chr2,-,32142541,32142542,0.0,Random42,epithelium,1413,40.0
chr2,-,32142544,32142545,0.0,Random42,epithelium,1413,40.0
chr2,-,32142548,32142549,0.0,Random42,epithelium,1413,40.0
chr2,-,32142549,32142550,0.0,Random42,epithelium,1413,40.0
chr2,-,32142557,32142558,0.0,Random42,epithelium,1413,40.0
chr2,+,32142558,32142559,0.0,Random42,epithelium,1413,40.0
chr2,-,32142561,32142562,0.0,Random42,epithelium,1413,40.0
chr2,-,32142563,32142564,0.0,Random42,epithelium,1413,40.0
chr2,+,32142564,32142565,0.0,Random42,epithelium,1413,40.0
chr2,+,32142565,32142566,0.0,Random42,epithelium,1413,40.0
chr2,+,32142567,32142568,0.0,Random42,epithelium,1413,40.0
chr2,-,32142571,32142572,0.0,Random42,epithelium,1413,40.0
chr2,+,32142572,32142573,0.0,Random42,epithelium,1413,40.0
chr2,-,32142576,32142577,0.0,Random42,epithelium,1413,40.0
chr2,+,32142577,32142578,0.0,Random42,epithelium,1413,40.0
chr2,-,32142587,32142588,0.0,Random42,epithelium,1413,40.0
chr2,-,32142589,32142590,0.0,Random42,epithelium,1413,40.0
chr2,-,32142596,32142597,0.0,Random42,epithelium,1413,40.0
chr2,-,32142599,32142600,0.0,Random42,epithelium,1413,40.0
chr2,-,32142601,32142602,0.0,Random42,epithelium,1413,40.0
chr2,-,32142606,32142607,0.0,Random42,epithelium,1413,40.0
chr2,+,32142610,32142611,0.0,Random42,epithelium,1413,40.0
chr2,-,32142616,32142617,0.0,Random42,epithelium,1413,40.0
chr2,-,32142620,32142621,0.0,Random42,epithelium,1413,40.0
chr2,+,32142621,32142622,0.0,Random42,epithelium,1413,40.0
chr2,-,32142625,32142626,0.0,Random42,epithelium,1413,40.0
chr2,-,32142628,32142629,0.0,Random42,epithelium,1413,40.0
chr2,-,32142629,32142630,0.0,Random42,epithelium,1413,40.0
chr2,-,32142631,32142632,0.0,Random42,epithelium,1413,40.0
chr2,-,32142633,32142634,0.0,Random42,epithelium,1413,40.0
chr2,+,32142639,32142640,0.0,Random42,epithelium,1413,40.0
chr2,+,32142640,32142641,0.0,Random42,epithelium,1413,40.0
chr2,+,32142641,32142642,0.0,Random42,epithelium,1413,40.0
chr2,+,32142643,32142644,0.0,Random42,epithelium,1413,40.0
chr2,+,32142644,32142645,0.0,Random42,epithelium,1413,40.0
chr2,+,32142649,32142650,0.0,Random42,epithelium,1413,40.0
chr2,+,32142650,32142651,0.0,Random42,epithelium,1413,40.0
chr2,+,32142652,32142653,0.0,Random42,epithelium,1413,40.0
chr2,+,32142653,32142654,0.0,Random42,epithelium,1413,40.0
chr2,+,32142654,32142655,0.0,Random42,epithelium,1413,40.0
chr2,-,32142658,32142659,0.0,Random42,epithelium,1413,40.0
chr2,-,32142660,32142661,0.0,Random42,epithelium,1413,40.0
chr2,-,32142664,32142665,0.0,Random42,epithelium,1413,40.0
chr2,-,32142665,32142666,0.0,Random42,epithelium,1413,40.0
chr2,-,32142673,32142674,0.0,Random42,epithelium,1413,40.0
chr2,+,32142674,32142675,0.0,Random42,epithelium,1413,40.0
chr2,-,32142677,32142678,0.0,Random42,epithelium,1413,40.0
chr2,-,32142679,32142680,0.0,Random42,epithelium,1413,40.0
chr2,+,32142681,32142682,0.0,Random42,epithelium,1413,40.0
chr2,-,32142687,32142688,0.0,Random42,epithelium,1413,40.0
chr2,+,32142688,32142689,0.0,Random42,epithelium,1413,40.0
chr2,+,32142693,32142694,0.0,Random42,epithelium,1413,40.0
chr2,+,32142710,32142711,0.0,Random42,epithelium,1413,40.0
chr2,-,32142713,32142714,0.0,Random42,epithelium,1413,40.0
chr2,-,32142723,32142724,0.0,Random42,epithelium,1413,40.0
chr2,-,32142733,32142734,0.0,Random42,epithelium,1413,40.0
chr2,-,32142734,32142735,0.0,Random42,epithelium,1413,40.0
chr2,-,32142735,32142736,0.0,Random42,epithelium,1413,40.0
chr2,-,32142738,32142739,0.0,Random42,epithelium,1413,40.0
chr2,-,32142743,32142744,0.0,Random42,epithelium,1413,40.0
chr2,-,32142744,32142745,0.0,Random42,epithelium,1413,40.0
chr2,-,32142746,32142747,0.0,Random42,epithelium,1413,40.0
chr2,-,32142748,32142749,0.0,Random42,epithelium,1413,40.0
chr2,-,32142750,32142751,0.0,Random42,epithelium,1413,40.0
chr2,-,32142753,32142754,0.0,Random42,epithelium,1413,40.0
chr2,-,32142754,32142755,0.0,Random42,epithelium,1413,40.0
chr2,-,32142755,32142756,0.0,Random42,epithelium,1413,40.0
chr2,-,32142759,32142760,0.0,Random42,epithelium,1413,40.0
chr2,-,32142761,32142762,0.0,Random42,epithelium,1413,40.0
chr2,-,32142762,32142763,0.0,Random42,epithelium,1413,40.0
chr2,+,32142771,32142772,0.0,Random42,epithelium,1413,40.0
chr2,-,32142778,32142779,0.0,Random42,epithelium,1413,40.0
chr2,-,32142782,32142783,0.0,Random42,epithelium,1413,40.0
chr2,-,32142784,32142785,0.0,Random42,epithelium,1413,40.0
chr2,-,32142786,32142787,0.0,Random42,epithelium,1413,40.0
chr2,+,32142789,32142790,0.0,Random42,epithelium,1413,40.0
chr2,-,32142796,32142797,0.0,Random42,epithelium,1413,40.0
chr2,-,32142798,32142799,0.0,Random42,epithelium,1413,40.0
chr2,+,32142801,32142802,0.0,Random42,epithelium,1413,40.0
chr2,-,32142810,32142811,0.0,Random42,epithelium,1413,40.0
chr2,-,32142814,32142815,0.0,Random42,epithelium,1413,40.0
chr2,-,32142816,32142817,0.0,Random42,epithelium,1413,40.0
chr2,-,32142817,32142818,0.0,Random42,epithelium,1413,40.0
chr2,-,32142819,32142820,0.0,Random42,epithelium,1413,40.0
chr2,-,32142822,32142823,0.0,Random42,epithelium,1413,40.0
chr2,-,32142826,32142827,0.0,Random42,epithelium,1413,40.0
chr2,+,32142827,32142828,0.0,Random42,epithelium,1413,40.0
chr2,+,32142829,32142830,0.0,Random42,epithelium,1413,40.0
chr2,+,32142832,32142833,0.0,Random42,epithelium,1413,40.0
chr2,-,32142840,32142841,0.0,Random42,epithelium,1413,40.0
chr2,+,32142849,32142850,0.0,Random42,epithelium,1413,40.0
chr2,+,32142851,32142852,0.0,Random42,epithelium,1413,40.0
chr2,-,32142855,32142856,0.0,Random42,epithelium,1413,40.0
chr2,+,32142865,32142866,0.0,Random42,epithelium,1413,40.0
chr2,+,32142869,32142870,5.0,Random42,epithelium,1413,40.0
chr2,-,32142873,32142874,5.0,Random42,epithelium,1413,40.0
chr2,-,32142874,32142875,0.0,Random42,epithelium,1413,40.0
chr2,-,32142875,32142876,0.0,Random42,epithelium,1413,40.0
chr2,-,32142877,32142878,5.0,Random42,epithelium,1413,40.0
chr2,+,32142883,32142884,0.0,Random42,epithelium,1413,40.0
chr2,-,32142887,32142888,0.0,Random42,epithelium,1413,40.0
chr2,-,32142890,32142891,0.0,Random42,epithelium,1413,40.0
chr2,-,32142893,32142894,0.0,Random42,epithelium,1413,40.0
chr2,+,32142898,32142899,0.0,Random42,epithelium,1413,40.0
chr2,+,32142902,32142903,0.0,Random42,epithelium,1413,40.0
chr2,+,32142903,32142904,0.0,Random42,epithelium,1413,40.0
chr2,+,32142905,32142906,0.0,Random42,epithelium,1413,40.0
chr2,-,32142916,32142917,0.0,Random42,epithelium,1413,40.0
chr2,-,32142923,32142924,0.0,Random42,epithelium,1413,40.0
chr2,+,32142927,32142928,0.0,Random42,epithelium,1413,40.0
chr2,-,32142940,32142941,0.0,Random42,epithelium,1413,40.0
chr2,+,32142941,32142942,0.0,Random42,epithelium,1413,40.0
chr2,-,32142945,32142946,0.0,Random42,epithelium,1413,40.0
chr2,+,32142954,32142955,0.0,Random42,epithelium,1413,40.0
chr2,-,32142957,32142958,0.0,Random42,epithelium,1413,40.0
chr2,-,32142959,32142960,0.0,Random42,epithelium,1413,40.0
chr2,-,32142961,32142962,0.0,Random42,epithelium,1413,40.0
chr2,-,32142962,32142963,0.0,Random42,epithelium,1413,40.0
chr2,-,32142964,32142965,0.0,Random42,epithelium,1413,40.0
chr2,-,32142972,32142973,0.0,Random42,epithelium,1413,40.0
chr2,+,32142973,32142974,0.0,Random42,epithelium,1413,40.0
chr2,-,32142977,32142978,0.0,Random42,epithelium,1413,40.0
chr2,+,32142985,32142986,0.0,Random42,epithelium,1413,40.0
chr2,-,32142989,32142990,0.0,Random42,epithelium,1413,40.0
chr2,-,32142991,32142992,0.0,Random42,epithelium,1413,40.0
chr2,-,32142993,32142994,0.0,Random42,epithelium,1413,40.0
chr2,-,32142994,32142995,5.0,Random42,epithelium,1413,40.0
chr2,-,32142996,32142997,0.0,Random42,epithelium,1413,40.0
chr2,+,32142998,32142999,0.0,Random42,epithelium,1413,40.0
chr2,+,32143000,32143001,0.0,Random42,epithelium,1413,40.0
chr2,+,32143004,32143005,0.0,Random42,epithelium,1413,40.0
chr2,+,32143005,32143006,0.0,Random42,epithelium,1413,40.0
chr2,+,32143012,32143013,0.0,Random42,epithelium,1413,40.0
chr2,+,32143013,32143014,0.0,Random42,epithelium,1413,40.0
chr2,+,32143014,32143015,0.0,Random42,epithelium,1413,40.0
chr2,+,32143017,32143018,0.0,Random42,epithelium,1413,40.0
chr2,+,32143019,32143020,0.0,Random42,epithelium,1413,40.0
chr2,-,32143023,32143024,0.0,Random42,epithelium,1413,40.0
chr2,-,32143024,32143025,0.0,Random42,epithelium,1413,40.0
chr2,-,32143025,32143026,0.0,Random42,epithelium,1413,40.0
chr2,-,32143027,32143028,0.0,Random42,epithelium,1413,40.0
chr2,-,32143028,32143029,0.0,Random42,epithelium,1413,40.0
chr2,-,32143033,32143034,0.0,Random42,epithelium,1413,40.0
chr2,-,32143034,32143035,0.0,Random42,epithelium,1413,40.0
chr2,-,32143036,32143037,0.0,Random42,epithelium,1413,40.0
chr2,-,32143037,32143038,0.0,Random42,epithelium,1413,40.0
chr2,-,32143038,32143039,0.0,Random42,epithelium,1413,40.0
chr2,-,32143040,32143041,0.0,Random42,epithelium,1413,40.0
chr2,-,32143041,32143042,0.0,Random42,epithelium,1413,40.0
chr2,+,32143046,32143047,7.0,Random42,epithelium,1413,40.0
chr2,-,32143049,32143050,0.0,Random42,epithelium,1413,40.0
chr2,-,32143051,32143052,0.0,Random42,epithelium,1413,40.0
chr2,+,32143052,32143053,5.0,Random42,epithelium,1413,40.0
chr2,-,32143056,32143057,9.0,Random42,epithelium,1413,40.0
chr2,+,32143061,32143062,0.0,Random42,epithelium,1413,40.0
chr2,-,32143064,32143065,0.0,Random42,epithelium,1413,40.0
chr2,+,32143066,32143067,0.0,Random42,epithelium,1413,40.0
chr2,+,32143070,32143071,0.0,Random42,epithelium,1413,40.0
chr2,-,32143074,32143075,0.0,Random42,epithelium,1413,40.0
chr2,-,32143075,32143076,0.0,Random42,epithelium,1413,40.0
chr2,+,32143076,32143077,0.0,Random42,epithelium,1413,40.0
chr2,+,32143079,32143080,0.0,Random42,epithelium,1413,40.0
chr2,-,32143083,32143084,0.0,Random42,epithelium,1413,40.0
chr2,-,32143084,32143085,0.0,Random42,epithelium,1413,40.0
chr2,-,32143085,32143086,0.0,Random42,epithelium,1413,40.0
